Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Mandera,Health Clinic,Completed,100,2018-11-28,2019-01-31,522724.0694521388,N/A,72533,World Vision,Semi-Rural
Meru,School Construction,Completed,100,2019-09-10,2020-01-01,83040.04083762897,N/A,30402,USAID,Semi-Rural
Kiambu,Water Supply,Completed,100,2020-09-28,2021-05-15,348027.62428838084,N/A,98681,USAID,Rural
Kakamega,Health Clinic,Completed,100,2018-05-12,2019-01-27,178872.7858076186,N/A,50966,World Vision,Rural
Siaya,Agriculture,Completed,100,2020-08-22,2020-11-27,212040.92406776277,N/A,92044,CARE,Semi-Rural
Turkana,Agriculture,Completed,100,2019-04-02,2019-12-27,147668.76653398,N/A,44898,AMREF,Rural
Malindi,Water Supply,Completed,100,2019-06-05,2019-09-15,636170.5002196186,N/A,94298,Red Cross,Semi-Urban
West Pokot,Water Supply,Completed,100,2018-05-11,2019-01-16,19645.56278424878,N/A,3192,World Vision,Rural
Migori,School Construction,Completed,100,2019-03-08,2019-12-28,172835.63844120546,N/A,42472,CARE,Rural
Isiolo,Community Center,Completed,100,2020-01-15,2020-09-09,29173.043152971983,N/A,3221,ActionAid,Semi-Rural
Nyeri,School Construction,Completed,100,2018-02-02,2018-12-26,141997.62437965474,N/A,34043,Oxfam,Rural
Nakuru,Water Supply,Completed,100,2019-03-20,2019-12-11,327632.24938145553,N/A,33402,Oxfam,Semi-Rural
Machakos,Agriculture,Completed,100,2021-05-31,2022-01-11,658034.1960494621,N/A,83901,USAID,Semi-Rural
Turkana,Water Supply,Completed,100,2019-01-02,2019-04-11,125988.02097863023,N/A,19642,ActionAid,Semi-Rural
Kwale,Road Construction,Completed,100,2018-10-21,2019-05-09,299891.52945855755,N/A,43530,AMREF,Semi-Rural
Kitale,Renewable Energy,Completed,100,2019-08-23,2020-08-20,694742.1314252932,N/A,81429,Save the Children,Semi-Urban
Eldoret,Agriculture,Completed,100,2018-06-15,2019-03-05,256638.55167816512,N/A,93501,CARE,Rural
Nairobi,Agriculture,Completed,100,2021-06-08,2022-05-21,363333.3634495982,N/A,22086,Red Cross,Urban
Bomet,Agriculture,Completed,100,2019-03-25,2019-11-26,385589.7641465537,N/A,46692,World Bank,Semi-Rural
Tana River,Water Supply,Completed,100,2021-06-27,2022-02-04,190285.6632879285,N/A,31158,Red Cross,Semi-Rural
Naivasha,Agriculture,Completed,100,2020-12-17,2021-10-05,930722.0002913079,N/A,89228,CARE,Semi-Urban
Malindi,Agriculture,Completed,100,2018-08-07,2018-09-14,90294.75497644728,N/A,9434,World Bank,Semi-Urban
Taita Taveta,Renewable Energy,Completed,100,2020-12-26,2021-11-17,712190.7055868068,N/A,89970,Save the Children,Rural
Kilifi,Renewable Energy,Completed,100,2020-09-29,2021-06-26,85701.95640652996,N/A,14292,ActionAid,Rural
Embu,Agriculture,Completed,100,2018-08-26,2019-05-28,15389.944700581858,N/A,6778,CARE,Rural
Kwale,Agriculture,Completed,100,2018-10-19,2019-02-28,212263.4012678505,N/A,35075,UNICEF,Semi-Rural
Turkana,Agriculture,Completed,100,2019-08-28,2020-06-30,95411.66612085645,N/A,9769,Save the Children,Semi-Rural
Homa Bay,Water Supply,Completed,100,2018-02-28,2018-06-25,191203.64794766158,N/A,79807,Save the Children,Rural
Isiolo,Renewable Energy,Completed,100,2019-07-09,2019-12-01,317803.9842586698,N/A,94518,Oxfam,Rural
Homa Bay,Water Supply,Completed,100,2018-12-13,2019-10-29,95105.97172363172,N/A,23887,World Bank,Rural
Laikipia,Renewable Energy,Completed,100,2019-05-01,2019-08-30,440449.86739225086,N/A,47215,CARE,Semi-Rural
Naivasha,School Construction,Completed,100,2021-04-07,2021-08-25,104971.28565690285,N/A,12009,Save the Children,Semi-Urban
Kajiado,Renewable Energy,Completed,100,2018-10-30,2019-05-12,293405.3658877425,N/A,57342,Save the Children,Semi-Rural
Uasin Gishu,Road Construction,Completed,100,2021-08-12,2022-01-27,290466.416087306,N/A,76045,Save the Children,Semi-Rural
Wajir,Sanitation,Completed,100,2020-09-14,2021-09-06,231171.41064424554,N/A,87700,World Bank,Semi-Rural
Nakuru,Road Construction,Completed,100,2019-05-27,2019-07-18,65219.39707591636,N/A,20750,Save the Children,Semi-Rural
Eldoret,Sanitation,Completed,100,2020-10-04,2021-03-28,182671.83453248994,N/A,26617,ActionAid,Rural
Nakuru,Water Supply,Completed,100,2021-07-07,2022-05-08,50805.74153485856,N/A,5137,ActionAid,Rural
Kisumu,Water Supply,Completed,100,2020-08-12,2021-04-26,349317.5262849224,N/A,18085,Red Cross,Urban
Thika,Renewable Energy,Completed,100,2021-12-20,2022-11-14,432782.7414519772,N/A,48052,ActionAid,Semi-Urban
Narok,Road Construction,Ongoing,41,2021-08-16,,184598.95951552616,N/A,22545,ActionAid,Rural
Meru,Road Construction,Ongoing,31,2018-01-30,,925097.5382396939,N/A,96661,UNICEF,Rural
Eldoret,Renewable Energy,Ongoing,48,2020-10-17,,519618.1521568062,N/A,88533,USAID,Rural
Kisumu,Sanitation,Completed,100,2020-02-22,2020-06-02,177819.94125589542,N/A,16770,Save the Children,Urban
Thika,School Construction,Completed,100,2020-03-14,2020-11-29,236810.0768139988,N/A,41797,Red Cross,Semi-Urban
Marsabit,Community Center,Completed,100,2018-02-28,2018-12-20,324447.6603179729,N/A,68719,USAID,Rural
Kakamega,School Construction,Completed,100,2018-04-25,2018-09-15,574496.5967665007,N/A,73940,UNICEF,Semi-Rural
West Pokot,Road Construction,Completed,100,2019-03-28,2019-07-27,33421.31066464772,N/A,11739,Oxfam,Rural
Nairobi,Road Construction,Completed,100,2020-09-07,2021-02-24,405201.59580757254,N/A,35608,World Bank,Urban
Kwale,Community Center,Completed,100,2020-02-19,2020-07-09,510984.9747729728,N/A,70499,World Bank,Rural
Naivasha,Agriculture,Completed,100,2019-01-31,2019-10-18,553929.3415905708,N/A,64853,Red Cross,Semi-Urban
Kwale,School Construction,Completed,100,2021-03-28,2022-01-09,409001.38782776904,N/A,77620,Save the Children,Rural
Kiambu,Sanitation,Completed,100,2019-04-15,2019-12-28,219363.29337425766,N/A,63761,Oxfam,Rural
Kericho,Agriculture,Completed,100,2021-10-12,2022-01-17,265737.7121677947,N/A,27012,USAID,Semi-Rural
Kitale,Health Clinic,Completed,100,2021-06-21,2021-08-08,556206.0844795142,N/A,45391,World Vision,Semi-Urban
Machakos,Health Clinic,Completed,100,2018-02-17,2018-05-07,141545.84726278536,N/A,34135,Oxfam,Rural
Narok,Renewable Energy,Completed,100,2019-02-03,2019-11-26,104903.44778463607,N/A,29854,USAID,Semi-Rural
Embu,Road Construction,Completed,100,2020-03-28,2021-03-08,406405.0985636863,N/A,65398,World Vision,Rural
Embu,Road Construction,Completed,100,2018-12-03,2019-08-14,104273.7512858025,N/A,14607,USAID,Semi-Rural
Naivasha,Renewable Energy,Completed,100,2018-10-07,2019-08-29,218685.77271108635,N/A,29210,ActionAid,Semi-Urban
Kiambu,Water Supply,Completed,100,2020-05-03,2021-02-09,351697.6336534898,N/A,46321,Red Cross,Rural
Kilifi,Health Clinic,Completed,100,2020-06-21,2020-11-04,401339.95905655297,N/A,72227,Red Cross,Rural
Bungoma,Agriculture,Completed,100,2020-06-19,2020-10-28,201708.65781390236,N/A,21563,USAID,Rural
Malindi,Health Clinic,Completed,100,2018-05-21,2019-04-08,1152153.8379002037,N/A,77566,Oxfam,Semi-Urban
Marsabit,Sanitation,Completed,100,2018-04-21,2018-07-27,565517.0318510375,N/A,89268,World Bank,Rural
Nakuru,Agriculture,Completed,100,2018-04-18,2018-06-21,166514.71941795322,N/A,20318,CARE,Rural
Embu,Health Clinic,Completed,100,2018-01-27,2018-10-10,211948.61915582157,N/A,28039,CARE,Semi-Rural
Eldoret,Water Supply,Completed,100,2021-05-13,2021-07-24,736365.0496192668,N/A,80215,ActionAid,Rural
Kakamega,Road Construction,Completed,100,2020-01-11,2020-03-14,745692.356259632,N/A,76909,World Vision,Rural
Narok,School Construction,Completed,100,2019-03-18,2020-02-26,138335.0605618261,N/A,17587,USAID,Semi-Rural
Kwale,Agriculture,Completed,100,2020-05-18,2021-04-14,714404.0884380797,N/A,79694,Save the Children,Semi-Rural
Turkana,School Construction,Completed,100,2020-05-11,2020-11-25,171609.5415110396,N/A,80152,World Bank,Semi-Rural
Embu,School Construction,Completed,100,2019-09-07,2020-01-08,193926.2483597694,N/A,28100,Oxfam,Rural
Kakamega,Road Construction,Completed,100,2021-12-11,2022-05-20,417899.4733886659,N/A,86049,CARE,Semi-Rural
Garissa,School Construction,Completed,100,2020-05-06,2020-06-24,200624.24283201172,N/A,59236,AMREF,Rural
Kwale,Sanitation,Completed,100,2020-06-07,2021-02-05,156284.46665985466,N/A,40355,World Bank,Rural
Lamu,Road Construction,Completed,100,2021-08-03,2021-10-24,18612.136699550025,N/A,3477,ActionAid,Rural
Kajiado,Renewable Energy,Completed,100,2018-03-01,2018-05-02,92686.85142076047,N/A,28141,Red Cross,Rural
Embu,Renewable Energy,Ongoing,11,2019-10-17,,142369.12194887665,N/A,17942,CARE,Rural
Samburu,Renewable Energy,Completed,100,2019-06-06,2019-11-03,492255.8501210653,N/A,82292,Oxfam,Rural
Kericho,Road Construction,Completed,100,2021-08-13,2022-01-07,507080.98501015257,N/A,50824,ActionAid,Semi-Rural
Kitale,School Construction,Completed,100,2019-10-23,2020-07-29,286166.4180813943,N/A,43154,USAID,Semi-Urban
Samburu,Agriculture,Completed,100,2020-09-14,2021-01-27,574192.3531667383,N/A,58690,World Vision,Rural
Laikipia,Community Center,Completed,100,2018-10-17,2019-08-05,39687.34951968951,N/A,13105,CARE,Rural
Nyeri,Sanitation,Completed,100,2019-04-10,2019-11-25,91519.49483555394,N/A,18822,Oxfam,Rural
Garissa,Community Center,Completed,100,2019-12-22,2020-08-15,120126.31280269823,N/A,30469,Red Cross,Rural
Elgeyo Marakwet,Renewable Energy,Ongoing,24,2021-06-25,,366728.7303401455,N/A,53463,World Bank,Semi-Rural
Samburu,Sanitation,Completed,100,2018-08-27,2019-07-01,358260.54771062674,N/A,53287,World Vision,Rural
Embu,Agriculture,Completed,100,2019-03-24,2019-10-22,179557.22090047318,N/A,39180,AMREF,Rural
Garissa,Sanitation,Completed,100,2019-11-03,2020-09-27,363828.05472909537,N/A,68393,Red Cross,Rural
Kilifi,Health Clinic,Completed,100,2021-12-29,2022-05-14,225559.3923119087,N/A,71459,World Bank,Semi-Rural
Mandera,Road Construction,Completed,100,2020-05-03,2020-08-18,220027.18248407744,N/A,68696,Oxfam,Rural
Nakuru,Sanitation,Completed,100,2019-01-08,2019-12-09,83867.83555824538,N/A,9255,UNICEF,Rural
Lamu,School Construction,Completed,100,2021-05-24,2022-01-17,31950.462789434685,N/A,10607,Save the Children,Semi-Rural
Nandi,School Construction,Completed,100,2020-08-11,2020-11-06,144907.69011853528,N/A,27817,AMREF,Rural
Kwale,Water Supply,Completed,100,2021-11-03,2021-12-12,383477.39780606015,N/A,91914,UNICEF,Semi-Rural
Kisii,School Construction,Completed,100,2018-01-09,2018-02-27,697972.3889548129,N/A,76073,Red Cross,Rural
Bungoma,School Construction,Completed,100,2018-07-25,2019-04-13,69585.01079048608,N/A,7722,USAID,Rural
Marsabit,Sanitation,Completed,100,2019-12-04,2020-01-17,65804.94981845329,N/A,6922,Red Cross,Rural
Turkana,School Construction,Completed,100,2019-04-19,2020-01-26,542645.9009159241,N/A,97824,World Vision,Rural
Meru,School Construction,Completed,100,2020-11-25,2021-11-01,102375.62724968175,N/A,14269,AMREF,Rural
Kitale,School Construction,Completed,100,2018-05-14,2018-10-09,568973.474120032,N/A,82210,ActionAid,Semi-Urban
Nairobi,Health Clinic,Completed,100,2020-12-12,2021-08-03,75563.210182363,N/A,4492,World Vision,Urban
Trans Nzoia,Health Clinic,Completed,100,2018-07-02,2019-03-12,133846.6390628015,N/A,28535,Save the Children,Semi-Rural
Wajir,Water Supply,Completed,100,2019-11-16,2020-01-21,536411.3834983846,N/A,58840,UNICEF,Rural
Nairobi,Sanitation,Completed,100,2019-07-15,2019-12-14,692394.4649751497,N/A,64428,Red Cross,Urban
Naivasha,Renewable Energy,Ongoing,43,2021-05-05,,217310.07243185287,N/A,18538,AMREF,Semi-Urban
Trans Nzoia,School Construction,Ongoing,57,2020-10-28,,93746.31728079381,N/A,9911,ActionAid,Semi-Rural
Migori,Sanitation,Completed,100,2019-02-18,2019-12-03,298269.1840948532,N/A,47809,ActionAid,Rural
Kwale,Health Clinic,Completed,100,2018-03-06,2018-08-28,450836.30387585337,N/A,88691,World Vision,Semi-Rural
Kitale,Sanitation,Completed,100,2020-09-16,2021-07-29,842148.7630636462,N/A,80297,AMREF,Semi-Urban
Kajiado,Renewable Energy,Completed,100,2020-11-06,2021-04-09,85624.96509472457,N/A,12151,AMREF,Semi-Rural
Tana River,Water Supply,Completed,100,2018-11-13,2019-08-13,343561.09866575955,N/A,64726,CARE,Semi-Rural
Migori,Road Construction,Completed,100,2018-02-01,2018-08-07,498602.5329698328,N/A,77724,UNICEF,Semi-Rural
Meru,Health Clinic,Completed,100,2019-01-29,2019-08-26,137073.9308058198,N/A,41765,AMREF,Semi-Rural
Malindi,Agriculture,Completed,100,2021-11-02,2022-03-30,335537.8182764256,N/A,54626,World Bank,Semi-Urban
Kakamega,Sanitation,Completed,100,2019-08-06,2019-11-04,376433.16244940297,N/A,48769,Save the Children,Semi-Rural
Isiolo,Community Center,Completed,100,2019-07-09,2020-03-22,344113.1728377525,N/A,45555,CARE,Rural
Mombasa,Renewable Energy,Completed,100,2020-08-01,2020-10-20,302700.5969411162,N/A,16009,UNICEF,Urban
Kajiado,Renewable Energy,Completed,100,2018-02-25,2018-11-02,144244.65507961885,N/A,18505,Red Cross,Rural
Kiambu,Road Construction,Completed,100,2019-06-16,2020-01-05,307382.5965199844,N/A,71272,Red Cross,Rural
West Pokot,Community Center,Completed,100,2021-10-28,2022-01-11,59643.894161699,N/A,24807,World Vision,Rural
Malindi,Renewable Energy,Completed,100,2018-03-19,2018-07-02,607097.4317685785,N/A,43255,ActionAid,Semi-Urban
Kajiado,Community Center,Completed,100,2021-10-16,2021-12-16,162576.44740374846,N/A,25045,World Bank,Rural
Mandera,Agriculture,Completed,100,2020-05-04,2021-03-16,251062.5909038643,N/A,68777,Oxfam,Semi-Rural
Malindi,Community Center,Completed,100,2018-10-19,2019-10-18,997004.297325903,N/A,71400,Oxfam,Semi-Urban
Kisumu,Community Center,Completed,100,2021-08-26,2022-02-16,1315882.9664281714,N/A,83844,World Bank,Urban
Eldoret,Sanitation,Completed,100,2019-10-22,2020-06-07,221906.82673898438,N/A,41459,World Vision,Rural
Thika,Community Center,Completed,100,2019-09-24,2020-03-04,314247.7793794114,N/A,45802,CARE,Semi-Urban
West Pokot,Community Center,Completed,100,2020-03-17,2020-11-28,467274.26030399144,N/A,59654,Oxfam,Rural
Samburu,School Construction,Completed,100,2020-05-15,2020-07-16,62274.36007475329,N/A,9280,Oxfam,Rural
Mombasa,Agriculture,Completed,100,2018-02-18,2018-09-15,1078674.8607414383,N/A,72713,ActionAid,Urban
Isiolo,Sanitation,Completed,100,2020-11-24,2021-08-30,252625.40623053172,N/A,57714,UNICEF,Rural
Uasin Gishu,School Construction,Completed,100,2018-01-10,2018-12-22,174450.20932468036,N/A,42941,CARE,Semi-Rural
Machakos,Road Construction,Completed,100,2020-01-31,2020-11-17,139498.77460731647,N/A,27649,Save the Children,Semi-Rural
Bungoma,School Construction,Completed,100,2021-09-23,2022-06-07,155508.6719295831,N/A,17637,CARE,Semi-Rural
Kilifi,Agriculture,Completed,100,2021-10-29,2022-02-01,232053.98158412223,N/A,42767,CARE,Semi-Rural
Nairobi,Agriculture,Completed,100,2021-01-30,2021-05-21,295422.5855024793,N/A,17550,UNICEF,Urban
Kisii,Agriculture,Ongoing,13,2019-05-12,,529769.8689099525,N/A,75398,World Bank,Semi-Rural
Eldoret,Water Supply,Completed,100,2020-04-02,2020-07-22,146322.47819833335,N/A,63987,AMREF,Semi-Rural
Lamu,Agriculture,Ongoing,27,2018-03-19,,492496.0351840768,N/A,70830,World Vision,Semi-Rural
Bomet,Renewable Energy,Completed,100,2021-01-04,2021-02-20,56002.80792975147,N/A,8135,Red Cross,Semi-Rural
Nandi,Road Construction,Completed,100,2020-10-11,2020-11-16,54194.13365698717,N/A,19043,Red Cross,Rural
Kajiado,Road Construction,Completed,100,2019-04-28,2020-03-31,719652.1224936676,N/A,96089,World Vision,Semi-Rural
Wajir,Water Supply,Completed,100,2019-07-30,2020-04-21,222712.61223860533,N/A,26579,ActionAid,Semi-Rural
Tana River,Road Construction,Completed,100,2021-04-21,2021-11-25,716569.1396807681,N/A,95096,Save the Children,Rural
Laikipia,School Construction,Completed,100,2018-03-28,2019-03-22,226442.37561101417,N/A,24838,Oxfam,Rural
Busia,Health Clinic,Completed,100,2021-10-23,2022-02-25,116384.3124503896,N/A,11988,UNICEF,Rural
Bungoma,School Construction,Completed,100,2021-05-02,2021-11-28,627958.2422427846,N/A,87333,Red Cross,Rural
Migori,Renewable Energy,Completed,100,2019-05-19,2019-07-13,64186.463611655825,N/A,11705,World Vision,Rural
Mombasa,Renewable Energy,Completed,100,2019-02-17,2019-08-18,61931.8716270803,N/A,3214,Save the Children,Urban
Nandi,Sanitation,Completed,100,2019-04-28,2019-07-15,42515.728043931354,N/A,6334,USAID,Rural
Laikipia,Agriculture,Completed,100,2019-10-18,2019-11-24,32182.3807724921,N/A,9208,World Bank,Semi-Rural
Marsabit,Renewable Energy,Completed,100,2019-04-11,2019-08-01,77057.09680172155,N/A,23713,UNICEF,Rural
Kisumu,Road Construction,Completed,100,2020-09-07,2021-07-14,508663.5870851833,N/A,42284,World Bank,Urban
Narok,Agriculture,Completed,100,2020-12-25,2021-03-24,296512.28112423955,N/A,75922,UNICEF,Rural
Nandi,Water Supply,Ongoing,54,2018-08-11,,285337.36914738157,N/A,79966,Oxfam,Rural
Lamu,Renewable Energy,Completed,100,2021-06-25,2022-03-10,43870.558709045836,N/A,4646,World Bank,Semi-Rural
Nairobi,Renewable Energy,Completed,100,2018-02-07,2019-01-10,533477.3237625157,N/A,28163,ActionAid,Urban
Kericho,Health Clinic,Ongoing,76,2021-03-06,,15177.468537303917,N/A,1605,USAID,Semi-Rural
Naivasha,Road Construction,Completed,100,2018-09-20,2019-02-16,579510.6219349531,N/A,57327,World Bank,Semi-Urban
Kisumu,Health Clinic,Completed,100,2021-09-20,2022-08-30,1295159.1055589467,N/A,72980,USAID,Urban
Kiambu,Water Supply,Completed,100,2020-02-04,2020-04-28,107623.11285032076,N/A,24196,World Bank,Rural
Kitale,Health Clinic,Completed,100,2021-04-22,2022-02-13,601327.5048518067,N/A,72504,World Bank,Semi-Urban
Wajir,Sanitation,Completed,100,2018-11-29,2019-11-10,240443.05072671844,N/A,25394,Red Cross,Rural
Wajir,Community Center,Ongoing,19,2019-09-07,,15540.521632393526,N/A,5804,USAID,Rural
Uasin Gishu,Water Supply,Completed,100,2019-02-24,2020-02-19,149146.99984199088,N/A,40440,CARE,Semi-Rural
Mandera,Renewable Energy,Completed,100,2018-08-31,2018-10-16,409360.4492425008,N/A,52169,World Bank,Semi-Rural
Nandi,Sanitation,Completed,100,2019-02-24,2019-12-24,136279.32513346983,N/A,57310,USAID,Rural
Kericho,Water Supply,Completed,100,2019-02-16,2019-07-13,518793.0730199462,N/A,73807,AMREF,Rural
Kisumu,Health Clinic,Completed,100,2019-08-09,2020-07-09,589214.929126644,N/A,55470,USAID,Urban
Machakos,Health Clinic,Completed,100,2019-12-14,2020-03-03,230600.24561903367,N/A,36925,ActionAid,Semi-Rural
Nyeri,Sanitation,Completed,100,2020-01-26,2021-01-09,422595.3028091926,N/A,76740,Red Cross,Rural
Busia,Sanitation,Completed,100,2020-06-18,2020-10-05,192786.57410308637,N/A,36794,Save the Children,Rural
Kilifi,Agriculture,Completed,100,2019-06-02,2020-04-26,831716.231003049,N/A,90998,Oxfam,Semi-Rural
Bungoma,Agriculture,Completed,100,2020-06-01,2020-12-10,251982.69921125358,N/A,38289,CARE,Semi-Rural
Kisumu,Community Center,Completed,100,2020-07-23,2020-10-26,1236126.29953865,N/A,96608,Red Cross,Urban
Meru,Renewable Energy,Completed,100,2020-02-24,2020-10-29,349441.28146884544,N/A,51154,World Bank,Rural
Machakos,Water Supply,Completed,100,2018-11-15,2019-05-22,206323.77923591263,N/A,34290,ActionAid,Semi-Rural
Thika,School Construction,Completed,100,2019-01-27,2019-07-08,82465.66516582904,N/A,14065,Oxfam,Semi-Urban
Kwale,Agriculture,Completed,100,2021-02-14,2021-10-20,773420.5214874976,N/A,87257,World Bank,Rural
Kwale,Community Center,Completed,100,2021-05-17,2022-04-25,74132.3062382668,N/A,28948,World Vision,Rural
West Pokot,Renewable Energy,Ongoing,45,2019-01-23,,14229.863277227572,N/A,3017,Red Cross,Rural
Taita Taveta,Community Center,Completed,100,2018-02-20,2018-05-15,306742.66014943173,N/A,41059,Oxfam,Rural
Migori,Water Supply,Completed,100,2020-06-26,2021-04-09,108505.6847182021,N/A,45696,CARE,Semi-Rural
Nyeri,Renewable Energy,Ongoing,60,2019-12-21,,322416.5128245388,N/A,40768,CARE,Semi-Rural
Narok,Sanitation,Completed,100,2019-03-16,2019-06-16,279307.4142672221,N/A,90471,USAID,Rural
Bomet,Community Center,Completed,100,2021-01-15,2021-09-11,111099.35396435278,N/A,50185,CARE,Semi-Rural
Bungoma,Sanitation,Completed,100,2019-01-27,2019-08-13,270390.77965285355,N/A,53191,World Bank,Rural
Isiolo,Renewable Energy,Completed,100,2021-07-22,2021-12-03,197417.07192891833,N/A,44671,CARE,Semi-Rural
Trans Nzoia,Community Center,Completed,100,2020-04-03,2020-07-06,295300.27062964434,N/A,32247,World Bank,Rural
Mombasa,Agriculture,Completed,100,2020-05-22,2020-12-06,869368.7184353815,N/A,66841,UNICEF,Urban
Naivasha,School Construction,Completed,100,2020-08-12,2021-04-07,967859.1217901774,N/A,76462,Save the Children,Semi-Urban
Homa Bay,Renewable Energy,Ongoing,81,2019-05-26,,771686.0702375828,N/A,83462,World Vision,Rural
Meru,Health Clinic,Ongoing,65,2019-07-03,,17988.992906841333,N/A,2198,USAID,Semi-Rural
Meru,Road Construction,Completed,100,2019-06-28,2020-06-03,100090.51840293131,N/A,18674,UNICEF,Rural
Kisumu,School Construction,Completed,100,2019-04-06,2020-03-15,824939.6099331621,N/A,68542,World Vision,Urban
Busia,Agriculture,Completed,100,2020-04-26,2020-08-12,280979.6275625749,N/A,71500,UNICEF,Semi-Rural
Kajiado,Agriculture,Completed,100,2020-02-11,2020-06-03,563867.8305287523,N/A,86550,Save the Children,Semi-Rural
Trans Nzoia,Agriculture,Completed,100,2021-05-01,2021-06-12,231113.94899710116,N/A,43018,Save the Children,Semi-Rural
Kiambu,Agriculture,Completed,100,2020-09-06,2021-08-23,49450.94869457107,N/A,11070,World Bank,Semi-Rural
Kwale,Water Supply,Completed,100,2019-01-17,2019-09-19,618827.9647653641,N/A,65390,USAID,Semi-Rural
Elgeyo Marakwet,School Construction,Completed,100,2020-02-15,2020-04-27,141309.8515830205,N/A,56566,Red Cross,Semi-Rural
Homa Bay,Water Supply,Completed,100,2021-01-29,2021-05-01,278428.91675054823,N/A,90779,World Vision,Rural
Embu,Health Clinic,Ongoing,28,2020-09-17,,735168.1421144876,N/A,77086,UNICEF,Rural
Kakamega,Road Construction,Completed,100,2020-08-09,2021-07-28,17225.79705082505,N/A,6877,World Vision,Rural
Eldoret,Renewable Energy,Completed,100,2019-05-13,2019-09-01,365482.5904114081,N/A,36571,Save the Children,Semi-Rural
Embu,Sanitation,Completed,100,2019-01-27,2019-04-01,728603.8213321234,N/A,80314,UNICEF,Rural
Lamu,Agriculture,Completed,100,2018-08-20,2018-11-20,385760.8651035689,N/A,51004,CARE,Rural
Narok,Road Construction,Completed,100,2018-10-06,2019-06-06,431817.61787214444,N/A,51060,USAID,Rural
Uasin Gishu,Water Supply,Completed,100,2019-03-14,2019-06-23,29169.225297533176,N/A,4345,World Vision,Rural
Malindi,Health Clinic,Completed,100,2018-08-08,2019-08-05,766395.986934582,N/A,65533,USAID,Semi-Urban
Mombasa,Community Center,Completed,100,2018-12-23,2019-03-09,986807.8383972724,N/A,82666,World Vision,Urban
Elgeyo Marakwet,Road Construction,Completed,100,2020-08-03,2020-10-13,505349.88106126455,N/A,59822,ActionAid,Rural
Samburu,Agriculture,Completed,100,2019-10-27,2020-08-22,287193.9033024909,N/A,90547,World Bank,Rural
Lamu,Renewable Energy,Completed,100,2018-12-28,2019-07-17,305209.8989689623,N/A,68187,Oxfam,Semi-Rural
Samburu,Community Center,Completed,100,2021-10-28,2022-04-11,569523.5218762045,N/A,85502,USAID,Rural
Kisumu,Sanitation,Completed,100,2020-11-13,2021-05-01,263215.164791036,N/A,13869,CARE,Urban
Bungoma,Agriculture,Completed,100,2020-01-05,2020-04-24,759992.4498560134,N/A,76592,CARE,Rural
Kakamega,Renewable Energy,Completed,100,2020-06-04,2020-08-28,51425.779674284655,N/A,24321,World Bank,Rural
Nakuru,Renewable Energy,Ongoing,33,2021-01-24,,23218.346072849417,N/A,2783,AMREF,Rural
Kitale,Community Center,Completed,100,2020-06-07,2020-10-03,589987.7075485131,N/A,94938,Oxfam,Semi-Urban
Trans Nzoia,School Construction,Completed,100,2021-10-31,2022-01-09,731392.5219976009,N/A,96390,CARE,Rural
Taita Taveta,Health Clinic,Completed,100,2020-10-26,2021-04-12,227603.30894482537,N/A,33286,Oxfam,Rural
Mombasa,Health Clinic,Completed,100,2020-09-22,2020-10-28,594504.7019761385,N/A,40602,AMREF,Urban
Nyeri,Sanitation,Completed,100,2019-04-14,2019-09-10,583650.6645941834,N/A,65975,World Vision,Rural
Embu,Community Center,Completed,100,2018-01-27,2018-04-30,148401.84988876787,N/A,17560,Oxfam,Semi-Rural
Samburu,Water Supply,Completed,100,2018-03-26,2018-07-20,140732.0780359672,N/A,26236,AMREF,Rural
Mombasa,School Construction,Completed,100,2019-06-08,2019-10-10,731559.5735409955,N/A,42813,ActionAid,Urban
Turkana,Community Center,Completed,100,2021-08-02,2021-10-05,498995.32563923486,N/A,68933,Oxfam,Rural
Isiolo,Renewable Energy,Completed,100,2018-05-26,2019-02-18,508538.47213313845,N/A,80707,World Vision,Rural
Trans Nzoia,School Construction,Completed,100,2021-01-23,2021-11-05,142290.23808260105,N/A,70134,World Bank,Rural
Thika,Renewable Energy,Completed,100,2018-04-18,2018-06-05,723104.5339283771,N/A,72091,AMREF,Semi-Urban
Nyeri,Health Clinic,Completed,100,2018-07-02,2018-12-25,422413.14421646786,N/A,61464,Red Cross,Rural
Mombasa,Road Construction,Completed,100,2020-03-22,2021-02-03,311972.9615661053,N/A,23272,USAID,Urban
Garissa,Agriculture,Completed,100,2020-03-09,2020-10-15,585656.0668834295,N/A,62401,USAID,Rural
Busia,Renewable Energy,Completed,100,2020-12-23,2021-09-22,598852.7755243593,N/A,62549,UNICEF,Rural
Thika,Water Supply,Completed,100,2019-04-29,2019-06-03,497920.1927588824,N/A,36701,ActionAid,Semi-Urban
Thika,Road Construction,Completed,100,2018-05-17,2019-03-09,691444.7323285402,N/A,72637,Red Cross,Semi-Urban
Homa Bay,School Construction,Completed,100,2020-11-25,2021-08-11,73169.39044941816,N/A,7713,Save the Children,Rural
Thika,Health Clinic,Completed,100,2018-12-18,2019-06-16,401765.25428504514,N/A,79271,UNICEF,Semi-Urban
Kwale,Agriculture,Completed,100,2018-12-22,2019-09-17,287931.9709920116,N/A,69702,UNICEF,Semi-Rural
